snapshot_index,time,magic_m2,final_train_nll,final_val_nll,final_kl,final_tv,steps_to_threshold,condition_id,architecture,n_sites,theta1,hidden_size,seed,snapshot_entropy
18,1.2,0.9146007288323208,1.9269677639007567,1.9261465072631836,0.8088219184362417,0.5330397772993247,11.0,N6_th2.00_archmade_h48_s29,made,6,2.0,48,29,0.1408822623690095
36,2.4,1.063163937015629,2.1659229469299315,2.2585551738739014,0.8691973323121621,0.5478247354553578,14.0,N6_th2.00_archmade_h48_s29,made,6,2.0,48,29,0.1867823748063163
54,3.6,0.9125087825727354,1.8944833183288574,1.9128222465515137,0.8318033155995053,0.5174014732910838,8.0,N6_th2.00_archmade_h48_s29,made,6,2.0,48,29,0.19290423191568273
72,4.8,0.9751011728178831,1.808536581993103,1.7654253244400024,0.6789243824484452,0.46421864385846945,8.0,N6_th2.00_archmade_h48_s29,made,6,2.0,48,29,0.19579093751309315
90,6.0,1.0523714152575945,2.1519775772094727,2.1739163398742676,0.8667145172100088,0.5498319210655775,12.0,N6_th2.00_archmade_h48_s29,made,6,2.0,48,29,0.1881153305116463
0,0.0,1.0084901620272477,1.8309973526000975,1.8177850246429443,0.6738352574093953,0.4634912854968943,9.0,N6_th2.40_archmade_h48_s11,made,6,2.4,48,11,0.2280723134575697
18,1.2,0.8948626368335626,1.7315585708618164,1.7286696434020996,0.6475436106280898,0.4545879857228193,9.0,N6_th2.40_archmade_h48_s11,made,6,2.4,48,11,0.1260734603764754
36,2.4,1.0715662598774847,2.1716993141174314,2.1507198810577393,0.777831958181539,0.528632563696085,13.0,N6_th2.40_archmade_h48_s11,made,6,2.4,48,11,0.19141928377194004
54,3.6,0.8931614989897376,1.7549070167541503,1.642348289489746,0.6852100304802581,0.47110085920166134,7.0,N6_th2.40_archmade_h48_s11,made,6,2.4,48,11,0.18926547468083876
72,4.8,0.9963514460599745,1.992232723236084,2.0272743701934814,0.8519111622749393,0.5332982181527641,10.0,N6_th2.40_archmade_h48_s11,made,6,2.4,48,11,0.2100723243495242
90,6.0,1.0385347926284512,2.145696606636047,2.146921396255493,0.8301100114047075,0.5398932723160536,15.0,N6_th2.40_archmade_h48_s11,made,6,2.4,48,11,0.19707419160907158
0,0.0,1.0084901620272477,1.8355655288696289,1.7528109550476074,0.6696176797072763,0.46828273447360935,9.0,N6_th2.40_archmade_h48_s17,made,6,2.4,48,17,0.2280723134575697
18,1.2,0.8948626368335626,1.876059455871582,1.8134149312973022,0.7774681574162895,0.506892323184279,9.0,N6_th2.40_archmade_h48_s17,made,6,2.4,48,17,0.1260734603764754
36,2.4,1.0715662598774847,2.28365348815918,2.2589263916015625,0.8781147510528765,0.541280986358318,13.0,N6_th2.40_archmade_h48_s17,made,6,2.4,48,17,0.19141928377194004
54,3.6,0.8931614989897376,1.8938742351531983,1.8146591186523438,0.8095432793150871,0.5180144944276768,9.0,N6_th2.40_archmade_h48_s17,made,6,2.4,48,17,0.18926547468083876
72,4.8,0.9963514460599745,1.8843275165557862,2.0008275508880615,0.7636633247966917,0.49703959789770724,10.0,N6_th2.40_archmade_h48_s17,made,6,2.4,48,17,0.2100723243495242
90,6.0,1.0385347926284512,1.9838100910186767,1.9391474723815918,0.6388664644813298,0.46427648711391906,10.0,N6_th2.40_archmade_h48_s17,made,6,2.4,48,17,0.19707419160907158
0,0.0,1.0084901620272477,1.8365626430511475,1.8706274032592773,0.7141781829547826,0.4653341049785645,10.0,N6_th2.40_archmade_h48_s23,made,6,2.4,48,23,0.2280723134575697
18,1.2,0.8948626368335626,1.8688322925567626,1.8354876041412354,0.7839717810113467,0.5288592653935256,10.0,N6_th2.40_archmade_h48_s23,made,6,2.4,48,23,0.1260734603764754
36,2.4,1.0715662598774847,2.154483184814453,2.1281960010528564,0.7498731321574228,0.5087709529115113,11.0,N6_th2.40_archmade_h48_s23,made,6,2.4,48,23,0.19141928377194004
54,3.6,0.8931614989897376,1.8054842948913574,1.7789809703826904,0.7712774840567503,0.5099968139621446,9.0,N6_th2.40_archmade_h48_s23,made,6,2.4,48,23,0.18926547468083876
72,4.8,0.9963514460599745,1.9780055284500122,2.0973563194274902,0.855495412865636,0.5327209678962129,11.0,N6_th2.40_archmade_h48_s23,made,6,2.4,48,23,0.2100723243495242
90,6.0,1.0385347926284512,2.297292184829712,2.394240379333496,0.9631088459970436,0.5729346231682924,16.0,N6_th2.40_archmade_h48_s23,made,6,2.4,48,23,0.19707419160907158
0,0.0,1.0084901620272477,2.0247662115097045,1.9507883787155151,0.8087293123600374,0.5259981695271252,11.0,N6_th2.40_archmade_h48_s29,made,6,2.4,48,29,0.2280723134575697
18,1.2,0.8948626368335626,1.9157886791229248,1.9297313690185547,0.8162084175473737,0.5373316212033932,11.0,N6_th2.40_archmade_h48_s29,made,6,2.4,48,29,0.1260734603764754
36,2.4,1.0715662598774847,2.1910389614105226,2.255092144012451,0.8219647834179713,0.5407134903933933,17.0,N6_th2.40_archmade_h48_s29,made,6,2.4,48,29,0.19141928377194004
54,3.6,0.8931614989897376,1.8795309638977051,1.9585399627685547,0.8237280336341812,0.5139736535736452,9.0,N6_th2.40_archmade_h48_s29,made,6,2.4,48,29,0.18926547468083876
72,4.8,0.9963514460599745,1.8199334335327149,1.7878739833831787,0.6829559295424784,0.4642417618328839,8.0,N6_th2.40_archmade_h48_s29,made,6,2.4,48,29,0.2100723243495242
